wo_id,wo_description,collection,primary_code,primary_code_description,secondary_code,secondary_code_description,equipment_id,equipment_name,preventive,work_priority,actual_finish,duration,actual_labor_hours
WO261379,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04010,Chiller 10,TRUE,5,5/1/16 17:00,3:00,1:00
WO232071,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04014,Chiller 14,TRUE,5,5/8/15 8:00,3:00,1:00
WO317758,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04013,Chiller 13,TRUE,5,8/9/18 15:10,3:00,1:00
WO312514,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04010,Chiller 10,TRUE,5,5/10/18 16:30,3:00,1:00
WO244388,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04010,Chiller 10,TRUE,5,10/9/15 14:00,3:00,1:00
WO214111,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04010,Chiller 10,TRUE,5,9/30/14 14:00,3:00,1:00
WO323255,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04009,Chiller 9,TRUE,5,9/24/18 16:00,3:00,1:00
WO375434,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04010,Chiller 10,TRUE,5,10/21/20 19:00,3:00,1:00
WO292642,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04701,Chiller 1,TRUE,5,7/26/17 14:51,3:00,1:00
WO348445,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04703,Chiller 3,TRUE,5,11/6/19 15:00,3:00,1:00
WO237637,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04703,Chiller 3,TRUE,5,7/10/15 7:30,3:00,1:00
WO272261,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04703,Chiller 3,TRUE,5,9/12/16 17:03,3:00,1:00
WO266743,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04703,Chiller 3,TRUE,5,8/24/16 13:29,3:00,1:00
WO213627,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04701,Chiller 1,TRUE,5,10/10/14 7:30,3:00,1:00
WO272259,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04701,Chiller 1,TRUE,5,9/12/16 17:00,3:00,1:00
WO243370,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04701,Chiller 1,TRUE,5,9/15/15 15:30,3:00,1:00
WO312038,Calibration and more specific Sensor Calibration related to calibration and control elements,calibration and control elements,MT011,Calibration,MT011a,Sensor Calibration,CWC04009,Chiller 9,TRUE,5,6/21/18 13:30,3:00,1:00
WO298881,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04007,Chiller 7,TRUE,5,9/28/17 20:30,3:00,1:00
WO286487,Calibration and more specific Sensor Calibration related to calibration and control elements,calibration and control elements,MT011,Calibration,MT011a,Sensor Calibration,CWC04009,Chiller 9,TRUE,5,3/29/17 17:05,3:00,1:00
WO349284,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04009,Chiller 9,TRUE,5,5/28/20 13:05,3:00,1:00
WO287549,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04007,Chiller 7,TRUE,5,4/27/17 20:30,3:00,1:00
WO338403,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04007,Chiller 7,TRUE,5,6/4/19 18:30,3:00,1:00
WO323256,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04013,Chiller 13,TRUE,5,9/26/18 16:00,3:00,1:00
WO312513,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04014,Chiller 14,TRUE,5,6/6/18 13:15,3:00,1:00
WO323259,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04007,Chiller 7,TRUE,5,10/18/18 13:15,3:00,1:00
WO287548,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04010,Chiller 10,TRUE,5,4/27/17 20:00,3:00,1:00
WO214107,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04009,Chiller 9,TRUE,5,10/14/14 15:00,3:00,1:00
WO375431,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04009,Chiller 9,TRUE,5,10/21/20 19:00,3:00,1:00
WO349287,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04010,Chiller 10,TRUE,5,5/28/20 13:06,3:00,1:00
WO298880,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04010,Chiller 10,TRUE,5,10/12/17 18:36,3:00,1:00
WO267236,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04006,Chiller 6,TRUE,5,7/4/16 6:45,3:00,1:00
WO369108,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04006,Chiller 6,TRUE,5,7/23/20 19:00,3:00,1:00
WO292653,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04006,Chiller 6,TRUE,5,7/14/17 12:00,3:00,1:00
WO303524,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04701,Chiller 1,TRUE,5,2/1/18 19:39,3:00,1:00
WO220289,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04703,Chiller 3,TRUE,5,11/29/14 15:30,3:00,1:00
WO324165,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04701,Chiller 1,TRUE,5,11/27/18 13:00,3:00,1:00
WO416068,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04701,Chiller 1,TRUE,5,8/17/22 16:30,3:00,1:00
WO319382,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04703,Chiller 3,TRUE,5,9/17/18 13:11,3:00,1:00
WO319380,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04701,Chiller 1,TRUE,5,9/17/18 13:08,3:00,1:00
WO297541,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04701,Chiller 1,TRUE,5,11/29/17 20:17,3:00,1:00
WO274285,Routine Maintenance and more specific Scheduled Maintenance related to control system,control system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04006,Chiller 6,TRUE,5,12/21/16 15:30,3:00,1:00
WO317766,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04006,Chiller 6,TRUE,5,7/16/18 19:00,3:00,1:00
WO237651,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04006,Chiller 6,TRUE,5,6/30/15 12:00,3:00,1:00
WO245628,Routine Maintenance and more specific Scheduled Maintenance related to control system,control system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04006,Chiller 6,TRUE,5,1/29/16 15:00,3:00,1:00
WO377972,Refrigerant Addition and more specific Small Amount related to refrigerant circuit,refrigerant circuit,MT004,Refrigerant Addition,MT004a,Small Amount,CWC04013,Chiller 13,TRUE,5,12/22/20 15:30,3:00,1:00
WO387149,Refrigerant Addition and more specific Small Amount related to refrigerant circuit,refrigerant circuit,MT004,Refrigerant Addition,MT004a,Small Amount,CWC04013,Chiller 13,TRUE,5,5/14/21 12:32,3:00,1:00
WO403803,Refrigerant Addition and more specific Small Amount related to refrigerant circuit,refrigerant circuit,MT004,Refrigerant Addition,MT004a,Small Amount,CWC04013,Chiller 13,TRUE,5,1/12/22 14:30,3:00,1:00
WO393574,Refrigerant Addition and more specific Small Amount related to refrigerant circuit,refrigerant circuit,MT004,Refrigerant Addition,MT004a,Small Amount,CWC04013,Chiller 13,TRUE,5,7/29/21 18:30,3:00,1:00
WO325835,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04704,Chiller 4,TRUE,5,1/23/19 20:00,3:00,1:00
WO325837,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04009,Chiller 9,TRUE,5,1/4/19 20:00,3:00,1:00
WO353168,Refrigerant Addition and more specific Small Amount related to refrigerant circuit,refrigerant circuit,MT004,Refrigerant Addition,MT004a,Small Amount,CWC04009,Chiller 9,TRUE,5,1/14/20 18:30,3:00,1:00
WO369199,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04012,Chiller 12,TRUE,5,7/23/20 19:00,3:00,1:00
WO351294,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04009,Chiller 9,TRUE,5,3/16/20 16:00,3:00,1:00
WO312190,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04013,Chiller 13,TRUE,5,3/25/18 19:00,3:00,1:00
WO338520,Refrigerant Addition and more specific Small Amount related to refrigerant circuit,refrigerant circuit,MT004,Refrigerant Addition,MT004a,Small Amount,CWC04012,Chiller 12,TRUE,5,6/26/19 18:00,3:00,1:00
WO388298,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04012,Chiller 12,TRUE,5,5/21/21 17:30,3:00,1:00
WO377505,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04010,Chiller 10,TRUE,5,4/6/21 18:30,3:00,1:00
WO405421,Refrigerant Addition and more specific Small Amount related to refrigerant circuit,refrigerant circuit,MT004,Refrigerant Addition,MT004a,Small Amount,CWC04007,Chiller 7,TRUE,5,2/21/22 20:00,3:00,1:00
WO374043,Refrigerant Addition and more specific Small Amount related to refrigerant circuit,refrigerant circuit,MT004,Refrigerant Addition,MT004a,Small Amount,CWC04009,Chiller 9,TRUE,5,10/13/20 15:00,3:00,1:00
WO364520,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04012,Chiller 12,TRUE,5,6/12/20 19:00,3:00,1:00
WO360234,Refrigerant Addition and more specific Small Amount related to refrigerant circuit,refrigerant circuit,MT004,Refrigerant Addition,MT004a,Small Amount,CWC04007,Chiller 7,TRUE,5,4/20/20 15:00,3:00,1:00
WO352097,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04012,Chiller 12,TRUE,5,12/8/19 13:00,3:00,1:00
WO400064,Refrigerant Addition and more specific Small Amount related to refrigerant circuit,refrigerant circuit,MT004,Refrigerant Addition,MT004a,Small Amount,CWC04007,Chiller 7,TRUE,5,11/10/21 17:30,3:00,1:00
WO371141,Refrigerant Addition and more specific Small Amount related to refrigerant circuit,refrigerant circuit,MT004,Refrigerant Addition,MT004a,Small Amount,CWC04013,Chiller 13,TRUE,5,9/17/20 16:30,3:00,1:00
WO360236,Refrigerant Addition and more specific Small Amount related to refrigerant circuit,refrigerant circuit,MT004,Refrigerant Addition,MT004a,Small Amount,CWC04013,Chiller 13,TRUE,5,4/22/20 15:00,3:00,1:00
WO367298,Refrigerant Addition and more specific Small Amount related to refrigerant circuit,refrigerant circuit,MT004,Refrigerant Addition,MT004a,Small Amount,CWC04009,Chiller 9,TRUE,5,7/7/20 19:00,3:00,1:00
WO384007,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04010,Chiller 10,TRUE,5,6/21/21 19:00,3:00,1:00
WO384009,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04012,Chiller 12,TRUE,5,6/21/21 20:00,3:00,1:00
WO384011,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04013,Chiller 13,TRUE,5,6/29/21 14:18,3:00,1:00
WO386598,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04701,Chiller 1,TRUE,5,6/21/21 21:00,3:00,1:00
WO393590,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04704,Chiller 4,TRUE,5,8/18/21 14:00,3:00,1:00
WO323482,Refrigerant Addition and more specific Small Amount related to entire chiller system,entire chiller system,MT004,Refrigerant Addition,MT004a,Small Amount,CWC04010,Chiller 10,TRUE,5,11/16/18 20:12,3:00,1:00
WO350682,Refrigerant Addition and more specific Small Amount related to refrigerant circuit,refrigerant circuit,MT004,Refrigerant Addition,MT004a,Small Amount,CWC04013,Chiller 13,TRUE,5,12/3/19 14:00,3:00,1:00
WO387147,Refrigerant Addition and more specific Small Amount related to refrigerant circuit,refrigerant circuit,MT004,Refrigerant Addition,MT004a,Small Amount,CWC04007,Chiller 7,TRUE,5,5/13/21 15:00,3:00,1:00
WO364522,Refrigerant Addition and more specific Small Amount related to refrigerant circuit,refrigerant circuit,MT004,Refrigerant Addition,MT004a,Small Amount,CWC04013,Chiller 13,TRUE,5,6/5/20 13:00,3:00,1:00
WO374039,Refrigerant Addition and more specific Small Amount related to refrigerant circuit,refrigerant circuit,MT004,Refrigerant Addition,MT004a,Small Amount,CWC04007,Chiller 7,TRUE,5,10/13/20 13:00,3:00,1:00
WO340903,Refrigerant Addition and more specific Small Amount related to refrigerant circuit,refrigerant circuit,MT004,Refrigerant Addition,MT004a,Small Amount,CWC04012,Chiller 12,TRUE,5,6/26/19 17:30,3:00,1:00
WO333653,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04012,Chiller 12,TRUE,5,3/29/19 14:00,3:00,1:00
WO358650,Routine Maintenance and more specific Scheduled Maintenance related to control system,control system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04006,Chiller 6,TRUE,5,6/23/20 19:00,3:00,1:00
