event_id,event_group,event_category,event_type,description,equipment_id,equipment_name,event_time,note
al_34787f7d-8a41-4e4d-8433-4f18644e92f4,ALERT,ALERT,RUL0018,Chiller - Evaporator Approach High,CWC04012,Chiller 12,2021-11-22 00:00:00,
al_d649db92-dfa2-48b4-932e-a8217afc6fb1,ALERT,ALERT,RUL0018,Chiller - Evaporator Approach High,CWC04012,Chiller 12,2021-11-22 18:04:00,
al_2d66df6f-c9bb-4b25-961c-72f8168683e5,ALERT,ALERT,RUL0018,Chiller - Evaporator Approach High,CWC04012,Chiller 12,2021-11-23 00:00:00,
al_c9dec245-f591-42d8-80c6-21df73435079,ALERT,ALERT,RUL0018,Chiller - Evaporator Approach High,CWC04012,Chiller 12,2021-11-24 00:00:00,
al_e9d4d54c-f7f0-451c-8a87-6d3b04779ab3,ALERT,ALERT,RUL0018,Chiller - Evaporator Approach High,CWC04012,Chiller 12,2021-11-25 00:00:00,
al_77ae239f-aae2-4b48-ade0-098805918b10,ALERT,ALERT,RUL0018,Chiller - Evaporator Approach High,CWC04012,Chiller 12,2021-11-26 00:00:00,
al_5823f98c-0b24-4a45-8cc3-2f2ed6e09ba3,ALERT,ALERT,RUL0018,Chiller - Evaporator Approach High,CWC04012,Chiller 12,2021-11-26 05:32:00,
al_b8937e9b-7b3b-449c-915e-58da14fcb146,ALERT,ALERT,RUL0018,Chiller - Evaporator Approach High,CWC04012,Chiller 12,2021-11-27 00:00:00,
WO402406,WORK_ORDER,CM,MT001,Routine Maintenance,CWC04012,Chiller 12,2021-12-01 20:30:00,
WO396924,WORK_ORDER,PM,MT013,Vibration Analysis,CWC04012,Chiller 12,2021-12-28 16:00:00,
WO402780,WORK_ORDER,PM,MT010,Oil Analysis,CWC04012,Chiller 12,2021-12-29 20:30:00,
WO405426,WORK_ORDER,PM,MT004,Refrigerant Addition,CWC04012,Chiller 12,2022-02-22 18:30:00,
WO409048,WORK_ORDER,CM,MT009,Refrigerant Transfer,CWC04012,Chiller 12,2022-03-18 18:30:00,
WO407999,WORK_ORDER,PM,MT013,Vibration Analysis,CWC04012,Chiller 12,2022-03-31 13:00:00,
WO411939,WORK_ORDER,CM,MT003,Lubrication,CWC04012,Chiller 12,2022-05-06 14:00:00,
WO412889,WORK_ORDER,CM,MT002,Cleaning,CWC04012,Chiller 12,2022-05-25 18:30:00,
WO411132,WORK_ORDER,PM,MT004,Refrigerant Addition,CWC04012,Chiller 12,2022-06-01 17:00:00,
WO402356,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04012,Chiller 12,2022-06-10 18:30:00,
WO402355,WORK_ORDER,PM,MT010,Oil Analysis,CWC04012,Chiller 12,2022-06-14 19:00:00,
WO411124,WORK_ORDER,PM,MT010,Oil Analysis,CWC04012,Chiller 12,2022-06-21 16:00:00,
WO412374,WORK_ORDER,PM,MT010,Oil Analysis,CWC04012,Chiller 12,2022-06-21 19:00:00,
WO413482,WORK_ORDER,PM,MT013,Vibration Analysis,CWC04012,Chiller 12,2022-07-01 13:00:00,
WO416153,WORK_ORDER,PM,MT004,Refrigerant Addition,CWC04012,Chiller 12,2022-08-18 18:30:00,
al_f03fbb1c-8911-41ee-bcba-914e99858a69,ALERT,ALERT,RUL0022,Chiller - Chiller Cycling,CWC04012,Chiller 12,2022-08-30 07:00:00,
al_d387f5f0-7e8b-4cd2-ac19-5f47a4d3f15a,ALERT,ALERT,RUL0022,Chiller - Chiller Cycling,CWC04012,Chiller 12,2022-08-31 05:45:00,
al_b1fcab41-5179-4392-82b2-6fd9ab2512fd,ALERT,ALERT,RUL0022,Chiller - Chiller Cycling,CWC04012,Chiller 12,2022-09-01 00:00:00,
al_84746640-15c2-4350-a0fe-8982e4af37a3,ALERT,ALERT,RUL0022,Chiller - Chiller Cycling,CWC04012,Chiller 12,2022-09-02 00:00:00,
WO418550,WORK_ORDER,PM,MT010,Oil Analysis,CWC04012,Chiller 12,2022-10-03 19:00:00,
al_23fcb248-d7ba-4259-b776-104ff6d21597,ALERT,ALERT,RUL0022,Chiller - Chiller Cycling,CWC04012,Chiller 12,2022-10-12 08:15:00,
al_b095150b-0e82-4a61-8ecf-8863ea959e90,ALERT,ALERT,RUL0022,Chiller - Chiller Cycling,CWC04012,Chiller 12,2022-10-13 00:00:00,
WO418865,WORK_ORDER,PM,MT010,Oil Analysis,CWC04012,Chiller 12,2022-10-13 19:00:00,
al_27d12cc2-7ccc-4d5b-b780-81684c8089f7,ALERT,ALERT,RUL0022,Chiller - Chiller Cycling,CWC04012,Chiller 12,2022-10-14 00:00:00,
WO418186,WORK_ORDER,PM,MT013,Vibration Analysis,CWC04012,Chiller 12,2022-10-14 16:00:00,
al_0e817afd-a207-4d1a-b07d-038534110e4f,ALERT,ALERT,RUL0022,Chiller - Chiller Cycling,CWC04012,Chiller 12,2022-10-15 00:00:00,
al_b45502f9-92cc-45e9-8348-ea1ece07e419,ALERT,ALERT,RUL0022,Chiller - Chiller Cycling,CWC04012,Chiller 12,2022-10-16 00:00:00,
al_db401ea9-ad9c-4834-b4ac-371cd6510202,ALERT,ALERT,RUL0022,Chiller - Chiller Cycling,CWC04012,Chiller 12,2022-10-17 00:00:00,
al_5772a336-85af-428a-aa28-d63d97d3bd04,ALERT,ALERT,RUL0018,Chiller - Evaporator Approach High,CWC04012,Chiller 12,2022-10-18 00:51:00,
al_82f7d867-0da7-4178-b8b4-6b331284022b,ALERT,ALERT,RUL0022,Chiller - Chiller Cycling,CWC04012,Chiller 12,2022-10-18 07:15:00,
al_bd0c4421-7147-45a2-9ca5-d163d307e432,ALERT,ALERT,RUL0018,Chiller - Evaporator Approach High,CWC04012,Chiller 12,2022-10-18 10:30:00,
al_98ddec7b-a243-4be6-aa9e-c61a8790b3b8,ALERT,ALERT,RUL0022,Chiller - Chiller Cycling,CWC04012,Chiller 12,2022-10-19 00:00:00,
al_6b5ffea3-0b5e-426a-8a56-3156d555088a,ALERT,ALERT,RUL0022,Chiller - Chiller Cycling,CWC04012,Chiller 12,2022-10-25 03:00:00,
al_d211d663-eb6d-4401-a699-03c7706e933f,ALERT,ALERT,RUL0022,Chiller - Chiller Cycling,CWC04012,Chiller 12,2022-10-26 03:45:00,
al_5ca6e366-e9c4-442e-b0b7-9f4acde1378c,ALERT,ALERT,RUL0018,Chiller - Evaporator Approach High,CWC04012,Chiller 12,2022-10-27 14:18:00,
al_814d7c3c-bdf6-4e81-9373-49789f3a39a3,ALERT,ALERT,RUL0018,Chiller - Evaporator Approach High,CWC04012,Chiller 12,2022-10-28 00:00:00,
al_00fb6a3d-59ef-4b2b-997f-9f8724666cd5,ALERT,ALERT,RUL0022,Chiller - Chiller Cycling,CWC04012,Chiller 12,2022-11-03 04:45:00,
al_9dfd3797-b1c2-433f-bd84-c2229e92623d,ALERT,ALERT,RUL0022,Chiller - Chiller Cycling,CWC04012,Chiller 12,2022-11-04 00:00:00,
al_4c7a96f5-5833-4f50-9b84-f7027b208354,ALERT,ALERT,RUL0022,Chiller - Chiller Cycling,CWC04012,Chiller 12,2022-11-05 04:45:00,
al_7fc28ae7-2184-494d-a14a-72ddc305ec1d,ALERT,ALERT,RUL0022,Chiller - Chiller Cycling,CWC04012,Chiller 12,2022-11-06 00:00:00,
al_87f57978-75b4-4c46-b722-cf89afb7bd49,ALERT,ALERT,RUL0022,Chiller - Chiller Cycling,CWC04012,Chiller 12,2022-11-07 00:00:00,
WO421036,WORK_ORDER,PM,MT004,Refrigerant Addition,CWC04012,Chiller 12,2022-11-07 16:00:00,
al_d7266b45-7387-4021-83ea-06fbd8f0b793,ALERT,ALERT,RUL0022,Chiller - Chiller Cycling,CWC04012,Chiller 12,2022-11-08 00:00:00,
al_c056fa66-8e40-46a8-8483-691ec757c796,ALERT,ALERT,RUL0022,Chiller - Chiller Cycling,CWC04012,Chiller 12,2022-11-09 00:00:00,
al_7c6b7aa2-aad1-4975-bed6-f4913aaef185,ALERT,ALERT,RUL0022,Chiller - Chiller Cycling,CWC04012,Chiller 12,2022-11-10 00:00:00,
al_0ebadbfb-1be8-4f17-bfe3-2fd39d43cd51,ALERT,ALERT,RUL0022,Chiller - Chiller Cycling,CWC04012,Chiller 12,2022-11-11 00:00:00,
al_e6cb8143-41c0-4211-ad32-32689bfd0627,ALERT,ALERT,RUL0022,Chiller - Chiller Cycling,CWC04012,Chiller 12,2022-11-14 05:45:00,
al_1a4d224b-5dcc-448b-a2b3-70f4dd1b993c,ALERT,ALERT,RUL0022,Chiller - Chiller Cycling,CWC04012,Chiller 12,2022-11-15 00:00:00,
al_5f860c80-f05d-4e6d-ad3c-9015d04b0272,ALERT,ALERT,RUL0022,Chiller - Chiller Cycling,CWC04012,Chiller 12,2022-11-16 00:00:00,
al_32553325-7a0d-4803-b2f7-7962929d1ae9,ALERT,ALERT,RUL0022,Chiller - Chiller Cycling,CWC04012,Chiller 12,2022-11-17 00:00:00,
al_bc6db03a-d940-45bc-8a05-f0b4c729fb06,ALERT,ALERT,RUL0022,Chiller - Chiller Cycling,CWC04012,Chiller 12,2022-11-18 00:00:00,
al_ea948e07-1165-4bb5-b08a-d38775609f4a,ALERT,ALERT,RUL0018,Chiller - Evaporator Approach High,CWC04012,Chiller 12,2022-11-19 00:00:00,
al_e3e6bc19-2514-4d14-8feb-fc8d3c8d8389,ALERT,ALERT,RUL0018,Chiller - Evaporator Approach High,CWC04012,Chiller 12,2022-11-20 00:00:00,
al_8493546e-843f-4768-bb37-0b3dbd85e081,ALERT,ALERT,RUL0022,Chiller - Chiller Cycling,CWC04012,Chiller 12,2022-11-20 03:45:00,
al_5dc05731-b9dc-4e40-a164-4b02a300752a,ALERT,ALERT,RUL0022,Chiller - Chiller Cycling,CWC04012,Chiller 12,2022-11-21 00:00:00,
al_e260ea60-ada1-4513-8087-4d9fb1e8b7aa,ALERT,ALERT,RUL0022,Chiller - Chiller Cycling,CWC04012,Chiller 12,2022-11-22 00:00:00,
al_8e27d12f-372b-4a38-98ce-5cfa15d22b58,ALERT,ALERT,RUL0022,Chiller - Chiller Cycling,CWC04012,Chiller 12,2022-11-23 00:00:00,
al_ab38ac3a-2256-4149-9a30-af1897490abb,ALERT,ALERT,RUL0018,Chiller - Evaporator Approach High,CWC04012,Chiller 12,2022-11-24 00:00:00,
al_db7cb6ca-7e93-407a-9945-6160c61650ac,ALERT,ALERT,RUL0022,Chiller - Chiller Cycling,CWC04012,Chiller 12,2022-11-24 04:15:00,
al_2fdb2232-c520-4cc1-aa30-8b4313602c93,ALERT,ALERT,RUL0022,Chiller - Chiller Cycling,CWC04012,Chiller 12,2022-11-25 00:00:00,
al_1ade562e-428a-4e58-bf2b-2a9f275830a2,ALERT,ALERT,RUL0018,Chiller - Evaporator Approach High,CWC04012,Chiller 12,2022-11-26 01:12:00,
al_6dacc446-b325-4bde-996e-6b2169136a82,ALERT,ALERT,RUL0018,Chiller - Evaporator Approach High,CWC04012,Chiller 12,2022-11-27 00:00:00,
al_197a530b-08dd-49be-8192-5b884a538e27,ALERT,ALERT,RUL0018,Chiller - Evaporator Approach High,CWC04012,Chiller 12,2022-11-28 00:00:00,
al_9309b188-19ee-4daf-99a2-6f90ccc2cfe6,ALERT,ALERT,RUL0022,Chiller - Chiller Cycling,CWC04012,Chiller 12,2022-11-29 00:00:00,
al_7c542c70-4187-47eb-b05a-bcdac0cd1f2b,ALERT,ALERT,RUL0022,Chiller - Chiller Cycling,CWC04012,Chiller 12,2022-11-30 00:00:00,
al_4e4cc593-b2c8-4fad-aeb3-eb4564b48716,ALERT,ALERT,RUL0022,Chiller - Chiller Cycling,CWC04012,Chiller 12,2022-12-01 00:00:00,
WO422857,WORK_ORDER,PM,MT010,Oil Analysis,CWC04012,Chiller 12,2022-12-16 13:30:00,
WO422863,WORK_ORDER,PM,MT010,Oil Analysis,CWC04012,Chiller 12,2022-12-21 20:30:00,
WO425784,WORK_ORDER,PM,MT004,Refrigerant Addition,CWC04012,Chiller 12,2023-02-16 23:00:00,
WO422864,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04012,Chiller 12,2023-03-13 18:30:00,
WO128441,WORK_ORDER,PM,MT010,Oil Analysis,CWC04012,Chiller 12,2023-04-26 09:00:00,
WO132880,WORK_ORDER,PM,MT004,Refrigerant Addition,CWC04012,Chiller 12,2023-05-23 15:00:00,
WO427274,WORK_ORDER,PM,MT013,Vibration Analysis,CWC04012,Chiller 12,2023-06-02 09:00:00,
WO134307,WORK_ORDER,PM,MT010,Oil Analysis,CWC04012,Chiller 12,2023-06-05 14:30:00,
WO151333,WORK_ORDER,CM,MT002,Cleaning,CWC04012,Chiller 12,2023-07-24 10:30:00,
WO144496,WORK_ORDER,PM,MT004,Refrigerant Addition,CWC04012,Chiller 12,2023-08-21 12:30:00,
WO154681,WORK_ORDER,PM,MT010,Oil Analysis,CWC04012,Chiller 12,2023-09-13 13:30:00,
WO154682,WORK_ORDER,PM,MT010,Oil Analysis,CWC04012,Chiller 12,2023-09-15 08:00:00,
WO139504,WORK_ORDER,PM,MT013,Vibration Analysis,CWC04012,Chiller 12,2023-09-21 13:00:00,
WO16132,WORK_ORDER,PM,MT013,Vibration Analysis,CWC04013,Chiller 13,2010-06-22 14:12:00,
WO24706,WORK_ORDER,PM,MT010,Oil Analysis,CWC04013,Chiller 13,2010-10-25 19:53:00,
WO23152,WORK_ORDER,PM,MT013,Vibration Analysis,CWC04013,Chiller 13,2010-10-25 20:38:00,
WO28883,WORK_ORDER,PM,MT013,Vibration Analysis,CWC04013,Chiller 13,2010-10-25 20:38:00,
WO33684,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2010-11-05 15:30:00,
WO34533,WORK_ORDER,PM,MT010,Oil Analysis,CWC04013,Chiller 13,2010-11-19 15:30:00,
WO43399,WORK_ORDER,CM,MT009,Refrigerant Transfer,CWC04013,Chiller 13,2010-12-05 15:30:00,
WO43370,WORK_ORDER,CM,MT009,Refrigerant Transfer,CWC04013,Chiller 13,2010-12-05 15:30:00,
WO47671,WORK_ORDER,CM,MT002,Cleaning,CWC04013,Chiller 13,2010-12-06 15:30:00,
WO37892,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2010-12-07 15:30:00,
WO39319,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2010-12-07 15:30:00,
WO40399,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2010-12-13 15:30:00,
WO47730,WORK_ORDER,CM,MT001,Routine Maintenance,CWC04013,Chiller 13,2010-12-17 15:30:00,
WO42026,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2010-12-20 15:30:00,
WO43691,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2011-01-10 15:30:00,
WO44196,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2011-01-17 15:30:00,
WO49527,WORK_ORDER,CM,MT001,Routine Maintenance,CWC04013,Chiller 13,2011-01-20 15:30:00,
WO45731,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2011-01-20 15:30:00,
WO49715,WORK_ORDER,CM,MT001,Routine Maintenance,CWC04013,Chiller 13,2011-01-24 15:30:00,
WO40404,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2011-01-27 15:30:00,
WO40402,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2011-01-28 15:30:00,
WO47954,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2011-02-09 15:30:00,
WO49966,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2011-02-16 15:30:00,
WO51998,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2011-03-10 15:30:00,
WO55298,WORK_ORDER,CM,MT001,Routine Maintenance,CWC04013,Chiller 13,2011-03-13 15:00:00,
WO51309,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2011-03-22 08:00:00,
WO51311,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2011-03-22 09:00:00,
WO57192,WORK_ORDER,CM,MT001,Routine Maintenance,CWC04013,Chiller 13,2011-03-22 15:30:00,
WO57195,WORK_ORDER,CM,MT002,Cleaning,CWC04013,Chiller 13,2011-03-23 15:30:00,
WO51307,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2011-03-24 16:30:00,
WO55177,WORK_ORDER,PM,MT010,Oil Analysis,CWC04013,Chiller 13,2011-03-25 07:15:00,
WO57241,WORK_ORDER,CM,MT001,Routine Maintenance,CWC04013,Chiller 13,2011-03-25 10:30:00,
WO57245,WORK_ORDER,CM,MT001,Routine Maintenance,CWC04013,Chiller 13,2011-03-29 15:30:00,
WO56283,WORK_ORDER,CM,MT001,Routine Maintenance,CWC04013,Chiller 13,2011-03-30 11:01:00,
WO54574,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2011-03-30 15:30:00,
WO56537,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2011-04-06 15:30:00,
WO59392,WORK_ORDER,CM,MT001,Routine Maintenance,CWC04013,Chiller 13,2011-04-14 15:30:00,
WO59385,WORK_ORDER,CM,MT001,Routine Maintenance,CWC04013,Chiller 13,2011-04-14 15:30:00,
WO59394,WORK_ORDER,CM,MT001,Routine Maintenance,CWC04013,Chiller 13,2011-04-15 15:30:00,
WO59017,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2011-04-27 12:45:00,
WO58580,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2011-05-04 15:30:00,
WO60844,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2011-05-05 15:30:00,
WO62851,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2011-05-16 15:30:00,
WO64645,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2011-05-28 15:30:00,
WO67484,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2011-06-21 15:30:00,
WO69151,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2011-07-06 15:30:00,
WO71248,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2011-07-18 15:30:00,
WO73333,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2011-08-02 15:30:00,
WO75750,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2011-08-16 15:30:00,
WO75662,WORK_ORDER,PM,MT010,Oil Analysis,CWC04013,Chiller 13,2011-08-17 15:30:00,
WO77572,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2011-09-06 15:30:00,
WO79159,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2011-09-19 15:30:00,
WO80988,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2011-10-05 15:30:00,
WO83132,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2011-10-19 15:30:00,
WO84794,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2011-10-31 15:30:00,
WO85252,WORK_ORDER,PM,MT010,Oil Analysis,CWC04013,Chiller 13,2011-11-04 15:30:00,
WO86965,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2011-11-23 15:30:00,
WO89757,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2011-12-07 15:30:00,
WO91355,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2011-12-27 15:30:00,
WO92658,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2012-01-02 15:30:00,
WO90779,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2012-01-03 08:00:00,
WO90777,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2012-01-13 15:30:00,
WO94641,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2012-01-20 15:30:00,
WO101961,WORK_ORDER,CM,MT002,Cleaning,CWC04013,Chiller 13,2012-02-03 15:30:00,
WO97335,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2012-02-03 15:30:00,
WO99820,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2012-02-20 15:30:00,
WO102091,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2012-03-15 15:00:00,
WO100644,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2012-03-16 14:00:00,
WO100642,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2012-03-16 14:00:00,
WO100646,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2012-03-16 14:00:00,
WO104449,WORK_ORDER,PM,MT010,Oil Analysis,CWC04013,Chiller 13,2012-03-26 15:30:00,
WO103981,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2012-03-26 15:30:00,
WO103677,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2012-03-30 09:00:00,
WO105426,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2012-04-02 15:30:00,
WO107354,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2012-04-19 15:30:00,
WO109033,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2012-05-01 15:30:00,
WO111359,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2012-05-22 15:30:00,
WO103221,WORK_ORDER,PM,MT013,Vibration Analysis,CWC04013,Chiller 13,2012-05-23 16:30:00,
WO112810,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2012-06-14 15:30:00,
WO114380,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2012-06-22 15:30:00,
WO115679,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2012-07-02 15:30:00,
WO116988,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2012-07-26 15:30:00,
WO119027,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2012-08-13 08:00:00,
WO116670,WORK_ORDER,PM,MT013,Vibration Analysis,CWC04013,Chiller 13,2012-08-16 07:00:00,
WO121976,WORK_ORDER,PM,MT010,Oil Analysis,CWC04013,Chiller 13,2012-08-20 15:30:00,
WO121775,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2012-08-23 15:30:00,
WO123152,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2012-09-06 15:30:00,
WO125735,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2012-09-26 09:00:00,
WO126860,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2012-10-03 15:30:00,
WO128777,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2012-10-26 15:30:00,
WO131363,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2012-11-14 08:00:00,
WO133590,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2012-11-23 08:00:00,
WO131918,WORK_ORDER,PM,MT010,Oil Analysis,CWC04013,Chiller 13,2012-12-04 15:30:00,
WO135022,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2012-12-06 15:30:00,
WO136075,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2012-12-10 15:30:00,
WO136073,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2012-12-14 16:00:00,
WO136616,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2012-12-18 15:30:00,
WO137826,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2013-01-10 15:30:00,
WO129023,WORK_ORDER,PM,MT013,Vibration Analysis,CWC04013,Chiller 13,2013-02-13 11:04:00,
WO142051,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2013-02-15 08:00:00,
WO140211,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2013-02-18 08:30:00,
WO143911,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2013-02-25 11:30:00,
WO143907,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2013-03-06 15:30:00,
WO143909,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2013-03-06 15:30:00,
WO145450,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2013-03-08 15:30:00,
WO143755,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2013-03-08 15:30:00,
WO147013,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2013-03-22 10:00:00,
WO147848,WORK_ORDER,PM,MT010,Oil Analysis,CWC04013,Chiller 13,2013-03-25 15:30:00,
WO148704,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2013-04-01 15:30:00,
WO150585,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2013-04-22 09:00:00,
WO147309,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2013-04-23 10:00:00,
WO146551,WORK_ORDER,PM,MT013,Vibration Analysis,CWC04013,Chiller 13,2013-04-24 14:35:00,
WO154874,WORK_ORDER,CM,MT001,Routine Maintenance,CWC04013,Chiller 13,2013-05-03 15:30:00,
WO152466,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2013-05-06 15:30:00,
WO157651,WORK_ORDER,CM,MT001,Routine Maintenance,CWC04013,Chiller 13,2013-05-08 15:30:00,
WO152929,WORK_ORDER,PM,MT013,Vibration Analysis,CWC04013,Chiller 13,2013-05-13 18:00:00,
WO155379,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2013-05-21 15:30:00,
WO156832,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2013-06-10 15:30:00,
WO158288,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2013-06-14 15:30:00,
WO160333,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2013-07-03 15:30:00,
WO159726,WORK_ORDER,PM,MT013,Vibration Analysis,CWC04013,Chiller 13,2013-07-18 19:00:00,
WO162719,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2013-07-22 15:30:00,
WO165052,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2013-08-13 15:30:00,
WO166830,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2013-08-21 15:30:00,
WO168082,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2013-09-04 15:30:00,
WO166993,WORK_ORDER,PM,MT010,Oil Analysis,CWC04013,Chiller 13,2013-09-07 08:00:00,
WO169732,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2013-09-17 15:30:00,
WO171322,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2013-10-01 15:30:00,
WO174258,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2013-10-23 15:30:00,
WO176061,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04013,Chiller 13,2013-11-06 15:30:00,
